FeatureFamily,FeatureVariant,Dataset,N_class,Model,AccuracyTrain,WeightedF1Train,AccuracyTest,WeightedF1Test,TrainingTime,NumParams,NumEpochs,data_pts,time_sec,energy_kwh,throughput,time_per_sample,energy_per_sample
tfidf,300,arabic,2,LightGBM,0.9704178992541976,0.969957757112148,0.7977752780902387,0.7846752146909876,76.61589455604553,,,1020,27.094783300999552,0.0002559508565329,37.645623095364314,0.02656351304019564,2.509322122871569e-07
tfidf,300,arabic,2,LogisticRegression,0.7474688554643556,0.7610979396483227,0.735533058367704,0.7499473700821665,39.07446098327637,,,1020,27.23752529700141,0.0002668493870333,37.448336031918885,0.026703456173530794,2.6161704611107843e-07
tfidf,300,arabic,2,RandomForest,0.7882171576184326,0.7967384690866633,0.7474065741782278,0.7579303499097538,3.2789015769958496,,,1020,27.91934971700175,0.0002809680733573,36.53380219593229,0.02737191148725662,2.754588954483333e-07
tfidf,300,arabic,2,XGBoost,0.8060497479271697,0.8157294002187448,0.7380327459067616,0.7510946915094885,1.575218915939331,,,1020,27.474910561999422,0.0002772380850175,37.12477963115786,0.02693618682548963,2.718020441348039e-07
tfidf,300,arabic,2,GaussianNB,0.6507645514770218,0.6723477659702872,0.6354205724284464,0.6577658402174642,0.6175601482391357,,,1020,27.8859416569976,0.0002819890025928,36.57757061053181,0.027339158487252546,2.764598064635294e-07
tfidf,300,arabic,2,linear,0.813186274509804,0.7995225173106202,0.7971503562054744,0.7803364240260267,33.48445439338684,602,46,1020,27.552948231998016,0.0002796598799493,37.01963185251606,0.027012694345096094,2.7417635289147056e-07
tfidf,300,arabic,2,microffn,0.8162254901960785,0.7982393331546578,0.7959005124359455,0.773985395716046,41.0764148235321,21602,20,1020,28.010710904000007,0.0002770829438902,36.414641652466635,0.027461481278431378,2.7164994499039214e-07
tfidf,300,arabic,2,resmicro,0.8966176470588235,0.8931213008561008,0.7937757780277466,0.7852398405715202,62.3531219959259,79586,16,1020,27.58216900900152,0.0002772555098784,36.980412949653086,0.027041342165687765,2.718191273317647e-07
tfidf,512,arabic,2,LightGBM,0.887754676888463,0.8808050349409924,0.813273340832396,0.7973308759499717,21.74817204475403,,,1020,27.663641045997792,0.0002797350428591,36.87150213899871,0.02712121671176254,2.7425004201872547e-07
tfidf,512,arabic,2,LogisticRegression,0.772842798216741,0.7844895584321508,0.7630296212973379,0.774977141983368,1.4969398975372314,,,1020,27.796699826001717,0.000270402692307,36.69500359340741,0.027251666496080115,2.65100678732353e-07
tfidf,512,arabic,2,RandomForest,0.8141744093996084,0.8201744659077336,0.7606549181352331,0.7687941147030547,1.6522159576416016,,,1020,28.25180140000157,0.0002710761484106,36.10389247603671,0.027697844509805458,2.657609298143137e-07
tfidf,512,arabic,2,XGBoost,0.8197158451731178,0.828498090798654,0.7599050118735158,0.7716698601347228,4.927603960037232,,,1020,27.83395202199972,0.000272256757702,36.64589200965068,0.02728818825686247,2.669183899039216e-07
tfidf,512,arabic,2,GaussianNB,0.6981375776009333,0.7171011508954971,0.680039995000625,0.7001866754209749,0.4523744583129883,,,1020,28.139343720002216,0.000269670991563,36.24818013346047,0.027587591882355114,2.643833250617647e-07
tfidf,512,arabic,2,linear,0.8254901960784313,0.8105896214896683,0.8136482939632546,0.7956146409855447,24.823549509048465,1026,17,1020,27.644577833998483,0.0002675885829675,36.896928074827045,0.027102527288233806,2.6234174800735293e-07
tfidf,512,arabic,2,microffn,0.9444607843137256,0.9436238353577352,0.8001499812523435,0.7928313255230454,32.00013208389282,64234,16,1020,28.085966333001124,0.0002751411156342,36.31706981010996,0.027535261110785417,2.6974619179823526e-07
tfidf,512,arabic,2,resmicro,0.9411274509803922,0.9400684199900516,0.8078990126234221,0.8021318783321201,69.16007256507874,168418,16,1020,27.954023799000424,0.0002812192429361,36.48848578416367,0.027405905685294534,2.757051401334314e-07
tfidf,768,arabic,2,LightGBM,0.9849589600433316,0.9848329399510116,0.8287714035745531,0.8200884958712634,40.156574726104736,,,1020,27.85059898499821,0.0002771193920295,36.623987891586296,0.027304508808821775,2.716856784602941e-07
tfidf,768,arabic,2,LogisticRegression,0.8057164284821465,0.8139887745989679,0.7916510436195475,0.8002280604929762,1.521730661392212,,,1020,27.80417219499941,0.0002727992312844,36.685141814200364,0.02725899234803864,2.6745022674941177e-07
tfidf,768,arabic,2,RandomForest,0.8095912670305404,0.8146668181213067,0.769153855768029,0.775611450424424,1.1202077865600586,,,1020,28.002657905999516,0.0002763181784888,36.42511376684236,0.02745358618235247,2.709001749890196e-07
tfidf,768,arabic,2,XGBoost,0.8272155326861381,0.8332974571593715,0.7864016997875266,0.793665348317243,2.1693108081817627,,,1020,27.93828308899901,0.0002845471221671,36.50904376445507,0.027390473616665696,2.789677668304902e-07
tfidf,768,arabic,2,GaussianNB,0.7290112911962001,0.7455960279082049,0.7109111361079865,0.7288205439300214,0.7025668621063232,,,1020,27.913074908999988,0.00027842818411,36.54201492760377,0.02736575971470587,2.7296880795098036e-07
tfidf,768,arabic,2,linear,0.8334803921568628,0.8153675895000314,0.8201474815648044,0.7980044489937094,123.73210906982422,1538,16,1020,27.738684701002057,0.0002719875709608,36.771750751511036,0.027194788922551037,2.666544813341177e-07
tfidf,768,arabic,2,microffn,0.9158823529411764,0.9129277386383392,0.8293963254593176,0.8194639513555415,108.3095726966858,92906,27,1020,27.90305505699871,0.0002783291709373,36.55513698827617,0.027355936330390893,2.7287173621303925e-07
tfidf,768,arabic,2,resmicro,0.962156862745098,0.9618315444007436,0.8166479190101237,0.8160999209382387,57.73619294166565,449378,16,1020,27.84622464900167,0.0002710110965481,36.629741117762926,0.027300220244119284,2.656971534785294e-07
tfidf,1024,arabic,2,LightGBM,0.8922544893962752,0.8859047707019124,0.8325209348831396,0.8197630866394493,13.274041652679443,,,1020,27.86710972199944,0.0002802744613924,36.60228886940399,0.027320695805881805,2.747788837180392e-07
tfidf,1024,arabic,2,LogisticRegression,0.8151743677346778,0.8227334335917174,0.8003999500062492,0.8083805534859816,1.6846444606781006,,,1020,27.986363920001168,0.0002778278163381,36.44632089097616,0.027437611686275655,2.723802120961765e-07
tfidf,1024,arabic,2,RandomForest,0.7639681679930003,0.7726468370213375,0.7499062617172854,0.7591489638539821,1.895992994308472,,,1020,28.68624198800171,0.0002876223925187,35.557114815758176,0.02812376665490364,2.819827377634314e-07
tfidf,1024,arabic,2,XGBoost,0.8947960501645765,0.8978115595514765,0.8098987626546682,0.8155661565474153,2.681824922561645,,,1020,27.81060828599948,0.0002696488818464,36.676651927584494,0.02726530224117596,2.643616488690196e-07
tfidf,1024,arabic,2,GaussianNB,0.7436356818465897,0.7591030809445823,0.7301587301587301,0.7465770449980482,1.2380824089050293,,,1020,27.733385609000837,0.0002779421410977,36.778776828060984,0.027189593734314548,2.724922951938235e-07
tfidf,1024,arabic,2,linear,0.8466666666666667,0.8338916690476009,0.8323959505061868,0.8168514166195632,23.966094970703125,2050,18,1020,28.11308424299932,0.0002739996067338,36.2820383271892,0.027561847297058156,2.686270654252941e-07
tfidf,1024,arabic,2,microffn,0.9605882352941176,0.9599672591765578,0.8260217472815898,0.817655437320454,52.43978500366211,121578,16,1020,27.78188124799999,0.0002699782663062,36.71457634185336,0.027237138478431365,2.6468457481e-07
tfidf,1024,arabic,2,resmicro,0.9862254901960784,0.9861535756285544,0.8221472315960505,0.8194516205899769,37.69226789474487,664514,16,1020,27.88523467699997,0.000277868349632,36.57849796908134,0.027338465369607816,2.7241995061960786e-07
tfidf,2048,arabic,2,LightGBM,0.9892504478980042,0.989186409396105,0.8546431696037995,0.849000479257261,48.75604104995728,,,1020,27.853672549001203,0.0002707232905564,36.61994655123408,0.027307522106863925,2.6541499074156865e-07
tfidf,2048,arabic,2,LogisticRegression,0.8383400691637849,0.8442315840687236,0.8183977002874641,0.8249911053786083,13.515788555145264,,,1020,27.80634530799944,0.0002782783669169,36.68227480820942,0.027261122850979844,2.7282192834990193e-07
tfidf,2048,arabic,2,RandomForest,0.7847173034456898,0.7906995730582816,0.7724034495688039,0.7788200869532601,1.6664800643920898,,,1020,28.373911645998305,0.0002773412770415,35.948515408303074,0.02781756043725324,2.719032127857843e-07
tfidf,2048,arabic,2,XGBoost,0.8730886213074456,0.8770693504742403,0.8060242469691289,0.8127059430456791,1.2273852825164795,,,1020,27.793543832998694,0.0002708001705106,36.69917035872825,0.027248572385292838,2.6549036324568627e-07
